Image_Name: 0142_CHD_1
Class: Hair
Inner Main Points: [(36.10691674972234, 119.21427141879447), (195.98951309360666, 108.62880540741888), (321.0706859241439, 189.18421767609587), (335.75970819671954, 129.47088300628423), (136.668193964784, 85.3712990679828)]
Mask Points:
[[     169.62      19.863]
 [      152.6      126.27]
 [     154.02      127.69]
 [     154.02      129.11]
 [     155.44      130.53]
 [     155.44      131.94]
 [     158.28      134.78]
 [     158.28      137.62]
 [     159.69      139.04]
 [     159.69      144.71]
 [     161.11      146.13]
 [     161.11      154.64]
 [     162.53      156.06]
 [     162.53      157.48]
 [     163.95       158.9]
 [     163.95      160.32]
 [     165.37      161.74]
 [     165.37      163.16]
 [     172.46      163.16]
 [     173.88      161.74]
 [      175.3      161.74]
 [     178.14       158.9]
 [     179.56       158.9]
 [     182.39      156.06]
 [     183.81      156.06]
 [     186.65      153.23]
 [     188.07      153.23]
 [     189.49      151.81]
 [        198      151.81]
 [     199.42      150.39]
 [     200.84      150.39]
 [     202.26      148.97]
 [     202.26      147.55]
 [     206.51      143.29]
 [     206.51      141.88]
 [     210.77      137.62]
 [     210.77       136.2]
 [     213.61      133.36]
 [     213.61      131.94]
 [     215.03      130.53]
 [     215.03      129.11]
 [     216.44      127.69]
 [     216.44      126.27]
 [     217.86      124.85]
 [     217.86      123.43]
 [     219.28      122.01]
 [     219.28      120.59]
 [      220.7      119.18]
 [      220.7      116.34]
 [     222.12      114.92]
 [     222.12       113.5]
 [     224.96      110.66]
 [     224.96      109.24]
 [     226.38      107.83]
 [     226.38      104.99]
 [     230.63      100.73]
 [     232.05      100.73]
 [     233.47      99.313]
 [     234.89      99.313]
 [     236.31      100.73]
 [     237.73      100.73]
 [     246.24      109.24]
 [     247.66      109.24]
 [     254.75      116.34]
 [     256.17      116.34]
 [     260.43      120.59]
 [     261.84      120.59]
 [     267.52      126.27]
 [     268.94      126.27]
 [     273.19      130.53]
 [     274.61      130.53]
 [     278.87      134.78]
 [     280.29      134.78]
 [     283.13      137.62]
 [     284.54      137.62]
 [     287.38      140.46]
 [      288.8      140.46]
 [     298.73      150.39]
 [     298.73      151.81]
 [     300.15      153.23]
 [     300.15      154.64]
 [     301.57      156.06]
 [     301.57      160.32]
 [     302.99      161.74]
 [     302.99      165.99]
 [     304.41      167.41]
 [     304.41      168.83]
 [     305.83      170.25]
 [     305.83      173.09]
 [     307.24      174.51]
 [     307.24      175.93]
 [     308.66      177.34]
 [     308.66      180.18]
 [     310.08       181.6]
 [     310.08      183.02]
 [      311.5      184.44]
 [      311.5      185.86]
 [     312.92      187.28]
 [     312.92      188.69]
 [     314.34      190.11]
 [     314.34      191.53]
 [     315.76      192.95]
 [     315.76      194.37]
 [     317.18      195.79]
 [     317.18      201.46]
 [     315.76      202.88]
 [     315.76      217.07]
 [     317.18      218.49]
 [     317.18      221.33]
 [     320.01      224.16]
 [     337.04      224.16]
 [     338.46      222.74]
 [     339.88      222.74]
 [     344.13      218.49]
 [     344.13      215.65]
 [     345.55      214.23]
 [     345.55      211.39]
 [     346.97      209.98]
 [     346.97      207.14]
 [     348.39      205.72]
 [     348.39      202.88]
 [     349.81      201.46]
 [     349.81      198.63]
 [     351.23      197.21]
 [     351.23      192.95]
 [     352.64      191.53]
 [     352.64      187.28]
 [      356.9      183.02]
 [      356.9       181.6]
 [     358.32      180.18]
 [     359.74      180.18]
 [     363.99      184.44]
 [     366.83      184.44]
 [     368.25      183.02]
 [     368.25       181.6]
 [     369.67      180.18]
 [     369.67      175.93]
 [     371.09      174.51]
 [     375.34      174.51]
 [     375.34      171.67]
 [     371.09      171.67]
 [     369.67      170.25]
 [     369.67      168.83]
 [     368.25      167.41]
 [     368.25      161.74]
 [     366.83      160.32]
 [     366.83      157.48]
 [     365.41      156.06]
 [     365.41      153.23]
 [     363.99      151.81]
 [     363.99      150.39]
 [     362.58      148.97]
 [     362.58      146.13]
 [     361.16      144.71]
 [     361.16      143.29]
 [     359.74      141.88]
 [     359.74      140.46]
 [     358.32      139.04]
 [     358.32      137.62]
 [      356.9       136.2]
 [      356.9      134.78]
 [     355.48      133.36]
 [     355.48      131.94]
 [     354.06      130.53]
 [     354.06      129.11]
 [     351.23      126.27]
 [     351.23      123.43]
 [     349.81      122.01]
 [     349.81      117.76]
 [     348.39      116.34]
 [     348.39      103.57]
 [     349.81      102.15]
 [     349.81      100.73]
 [     352.64      97.894]
 [     352.64      96.475]
 [     354.06      95.056]
 [     354.06      93.638]
 [     355.48      92.219]
 [     355.48        90.8]
 [      356.9      89.381]
 [      356.9      87.963]
 [     358.32      86.544]
 [     358.32      76.613]
 [      356.9      75.194]
 [      356.9      73.775]
 [     355.48      72.356]
 [     354.06      72.356]
 [     351.23      69.519]
 [     351.23        68.1]
 [     349.81      66.681]
 [     348.39      66.681]
 [     345.55      63.844]
 [     341.29      63.844]
 [     339.88      65.263]
 [     339.88      69.519]
 [     338.46      70.938]
 [     338.46      72.356]
 [     331.36       79.45]
 [     329.94       79.45]
 [     328.53      78.031]
 [     325.69      78.031]
 [     322.85      75.194]
 [     322.85      73.775]
 [     315.76      66.681]
 [     314.34      66.681]
 [      311.5      63.844]
 [      311.5      62.425]
 [     310.08      61.006]
 [     308.66      61.006]
 [     304.41       56.75]
 [     302.99       56.75]
 [     301.57      55.331]
 [     300.15      55.331]
 [     297.31      52.494]
 [     295.89      52.494]
 [     294.48      51.075]
 [     293.06      51.075]
 [     291.64      49.656]
 [     290.22      49.656]
 [     287.38      46.819]
 [     285.96      46.819]
 [     284.54        45.4]
 [     283.13        45.4]
 [     278.87      41.144]
 [     277.45      41.144]
 [     276.03      39.725]
 [     274.61      39.725]
 [     273.19      38.306]
 [     271.78      38.306]
 [     268.94      35.469]
 [     267.52      35.469]
 [      266.1       34.05]
 [     263.26       34.05]
 [     261.84      32.631]
 [     260.43      32.631]
 [     259.01      31.213]
 [     257.59      31.213]
 [     256.17      29.794]
 [     254.75      29.794]
 [     253.33      28.375]
 [     249.08      28.375]
 [     247.66      26.956]
 [      243.4      26.956]
 [     240.56      24.119]
 [     240.56      19.863]]
