Image_Name: bc05606262c32d47185ca9c6f9c419f5
Class: Upper_clothes
Inner Main Points: [(269.031507562318, 483.60988643644953), (282.94794563035566, 490.5111722928064), (275.27464014397754, 453.48633788963514), (106.93831333333888, 556.1139359521985), (144.4030387062664, 545.7500107368681)]
Mask Points:
[[        150      353.12]
 [     52.538      583.36]
 [     52.538      593.25]
 [      53.95      594.66]
 [      53.95      596.08]
 [     55.362      596.08]
 [     56.775      597.49]
 [       59.6      597.49]
 [     61.013       598.9]
 [     63.838       598.9]
 [      65.25      600.31]
 [     68.075      600.31]
 [     69.488      601.72]
 [       70.9      601.72]
 [     72.312      603.14]
 [       82.2      603.14]
 [     83.613      601.72]
 [      87.85      601.72]
 [     89.263      600.31]
 [     96.325      600.31]
 [     96.325       598.9]
 [      99.15      596.08]
 [      99.15      594.66]
 [     101.97      591.84]
 [      104.8      591.84]
 [     106.21      590.42]
 [     107.62      591.84]
 [     109.04      591.84]
 [     111.86      594.66]
 [     114.69      594.66]
 [      116.1      596.08]
 [     120.34      596.08]
 [     121.75      597.49]
 [     124.57      597.49]
 [     125.99       598.9]
 [     130.22       598.9]
 [     131.64      600.31]
 [     135.88      600.31]
 [     137.29      601.72]
 [     144.35      601.72]
 [     145.76      603.14]
 [      161.3      603.14]
 [     162.71      604.55]
 [     182.49      604.55]
 [      183.9      603.14]
 [     202.26      603.14]
 [     203.68      601.72]
 [     210.74      601.72]
 [     212.15      600.31]
 [      217.8      600.31]
 [     219.21       598.9]
 [     226.27       598.9]
 [     227.69      597.49]
 [     233.34      597.49]
 [     234.75      596.08]
 [     238.99      596.08]
 [      240.4      594.66]
 [     246.05      594.66]
 [     247.46      593.25]
 [     250.29      593.25]
 [      251.7      591.84]
 [     257.35      591.84]
 [     258.76      590.42]
 [     261.59      590.42]
 [        263      589.01]
 [     264.41      589.01]
 [     267.24      586.19]
 [     267.24      583.36]
 [     268.65      581.95]
 [     268.65      580.54]
 [     270.06      579.12]
 [     270.06       576.3]
 [     271.48      574.89]
 [     271.48      573.47]
 [     272.89      572.06]
 [     272.89      570.65]
 [      274.3      569.24]
 [      274.3      567.83]
 [     275.71      566.41]
 [     277.12      566.41]
 [     279.95      569.24]
 [     281.36      569.24]
 [     284.19      572.06]
 [     284.19      573.47]
 [     289.84      579.12]
 [     291.25      579.12]
 [     294.07      581.95]
 [     295.49      581.95]
 [      296.9      583.36]
 [     299.73      583.36]
 [     301.14      584.78]
 [     303.96      584.78]
 [     311.02      591.84]
 [     311.02      593.25]
 [     313.85      596.08]
 [     315.26      596.08]
 [     316.67      597.49]
 [     318.09      596.08]
 [     325.15      596.08]
 [     326.56      594.66]
 [     327.98      594.66]
 [     332.21      590.42]
 [     333.62      590.42]
 [     339.27      584.78]
 [     339.27      583.36]
 [     344.92      577.71]
 [     349.16      577.71]
 [     349.16      526.86]
 [     344.92      526.86]
 [      342.1      524.04]
 [      342.1      521.21]
 [     339.27      518.39]
 [     339.27      516.97]
 [     337.86      515.56]
 [     337.86      514.15]
 [     336.45      512.74]
 [     336.45      511.33]
 [     333.62       508.5]
 [     333.62      507.09]
 [     332.21      505.67]
 [     332.21      504.26]
 [     329.39      501.44]
 [     329.39      500.02]
 [     326.56       497.2]
 [     326.56      495.79]
 [     325.15      494.38]
 [     325.15      492.96]
 [     323.74      491.55]
 [     323.74      490.14]
 [     322.32      488.73]
 [     322.32      487.31]
 [     320.91       485.9]
 [     320.91      484.49]
 [     318.09      481.66]
 [     318.09      480.25]
 [     316.67      478.84]
 [     316.67      477.42]
 [     315.26      476.01]
 [     315.26       474.6]
 [     313.85      473.19]
 [     313.85      471.77]
 [     312.44      470.36]
 [     312.44      468.95]
 [     311.02      467.54]
 [     311.02      466.12]
 [     309.61      464.71]
 [     309.61       463.3]
 [     306.79      460.48]
 [     306.79      459.06]
 [     305.38      457.65]
 [     305.38      456.24]
 [     303.96      454.83]
 [     303.96      453.41]
 [     301.14      450.59]
 [     301.14      449.17]
 [     299.73      447.76]
 [     299.73      444.94]
 [      296.9      442.11]
 [      296.9       440.7]
 [     295.49      439.29]
 [     295.49      437.88]
 [     294.07      436.46]
 [     294.07      435.05]
 [     292.66      433.64]
 [     292.66      432.23]
 [     289.84       429.4]
 [     289.84      427.99]
 [     288.42      426.58]
 [     288.42      425.16]
 [     287.01      423.75]
 [     287.01      422.34]
 [      285.6      420.92]
 [      285.6      419.51]
 [     282.77      416.69]
 [     282.77      415.27]
 [     281.36      413.86]
 [     281.36      412.45]
 [     279.95      411.04]
 [     279.95      409.62]
 [     277.12       406.8]
 [     277.12      405.39]
 [     275.71      403.98]
 [     275.71      402.56]
 [      274.3      401.15]
 [      274.3      399.74]
 [     272.89      398.33]
 [     272.89      396.91]
 [     270.06      394.09]
 [     270.06      392.67]
 [     267.24      389.85]
 [     267.24      388.44]
 [     258.76      379.96]
 [     257.35      379.96]
 [     254.52      377.14]
 [     253.11      377.14]
 [      251.7      375.73]
 [     250.29      375.73]
 [     248.88      374.31]
 [     247.46      374.31]
 [     244.64      371.49]
 [     243.22      371.49]
 [     241.81      370.08]
 [      240.4      370.08]
 [     237.57      367.25]
 [     236.16      367.25]
 [     226.27      357.36]
 [     226.27      353.12]]
