Image_Name: 1723642144494
Class: Hair
Inner Main Points: [(171.33109126043922, 50.471950254434375), (255.19235396137003, 103.27202069718238), (237.62147167725902, 75.3114922944004), (101.58243039826613, 77.17960792517995), (301.40991547075606, 161.78884567905075)]
Mask Points:
[[      168.3         2.9]
 [     204.55       107.3]
 [     204.55      105.85]
 [     210.35      100.05]
 [      220.5      100.05]
 [     221.95       101.5]
 [      223.4       101.5]
 [     224.85      102.95]
 [      226.3      102.95]
 [     233.55       110.2]
 [     233.55      111.65]
 [        235       113.1]
 [        235      114.55]
 [     236.45         116]
 [     236.45      117.45]
 [      237.9       118.9]
 [      237.9       124.7]
 [     239.35      126.15]
 [     239.35      134.85]
 [      240.8       136.3]
 [      240.8       139.2]
 [     242.25      140.65]
 [     242.25       142.1]
 [     245.15         145]
 [     253.85         145]
 [      255.3      146.45]
 [      258.2      146.45]
 [     265.45       153.7]
 [     265.45      155.15]
 [     268.35      158.05]
 [     268.35       162.4]
 [      269.8      163.85]
 [      269.8         174]
 [     271.25      175.45]
 [     271.25       176.9]
 [      272.7      178.35]
 [      272.7       179.8]
 [      275.6       182.7]
 [      275.6      184.15]
 [     277.05       185.6]
 [     277.05      192.85]
 [      295.9      192.85]
 [      295.9       188.5]
 [      298.8       185.6]
 [     300.25       185.6]
 [      301.7      184.15]
 [     303.15      184.15]
 [      304.6       182.7]
 [      310.4       182.7]
 [     311.85      181.25]
 [     314.75      181.25]
 [      316.2       179.8]
 [     320.55       179.8]
 [     320.55      146.45]
 [     314.75      146.45]
 [      310.4       142.1]
 [     308.95       142.1]
 [      307.5      140.65]
 [     306.05      140.65]
 [     303.15      137.75]
 [     303.15       136.3]
 [      301.7      134.85]
 [      301.7       130.5]
 [     300.25      129.05]
 [      301.7       127.6]
 [      301.7       124.7]
 [     300.25      123.25]
 [     300.25         116]
 [      298.8      114.55]
 [      298.8      111.65]
 [     297.35       110.2]
 [     297.35       107.3]
 [      295.9      105.85]
 [      295.9       104.4]
 [     294.45      102.95]
 [     294.45       101.5]
 [        293      100.05]
 [        293       97.15]
 [     291.55        95.7]
 [     291.55       94.25]
 [        293        92.8]
 [        293       91.35]
 [      295.9       88.45]
 [     297.35       88.45]
 [     297.35          87]
 [      301.7       82.65]
 [      301.7        81.2]
 [     303.15       79.75]
 [     303.15        78.3]
 [      301.7        78.3]
 [      295.9        72.5]
 [        293        72.5]
 [     291.55       71.05]
 [     288.65       71.05]
 [      284.3        66.7]
 [      281.4        66.7]
 [     279.95       65.25]
 [      278.5       65.25]
 [     274.15        60.9]
 [      272.7        60.9]
 [     271.25       59.45]
 [      269.8       59.45]
 [     265.45        55.1]
 [        264        55.1]
 [     262.55       53.65]
 [      261.1       53.65]
 [     256.75        49.3]
 [      255.3        49.3]
 [      249.5        43.5]
 [      249.5       42.05]
 [      246.6       39.15]
 [      246.6        37.7]
 [     245.15       36.25]
 [     245.15        34.8]
 [      240.8       30.45]
 [        235       30.45]
 [     233.55          29]
 [     224.85          29]
 [      223.4       27.55]
 [     221.95       27.55]
 [      220.5          29]
 [     201.65          29]
 [      200.2       27.55]
 [     198.75       27.55]
 [      182.8        11.6]
 [      182.8       10.15]
 [      179.9        7.25]
 [      179.9         2.9]]
