Image_Name: 1d5fb668e097948d03c9087372eae883
Class: Upper_clothes
Inner Main Points: [(239.5443166476386, 473.71639681405486), (109.72576936180806, 456.69370893324026), (207.10613665386396, 470.6231690612305), (187.43033251602557, 583.440448911324), (99.91200662614247, 479.32744150248766)]
Mask Points:
[[        150      353.12]
 [      53.95      590.42]
 [     55.362      591.84]
 [     55.362      593.25]
 [     56.775      594.66]
 [     58.188      594.66]
 [       59.6      596.08]
 [     61.013      596.08]
 [     62.425      597.49]
 [     63.838      597.49]
 [     66.662      600.31]
 [     68.075      600.31]
 [     69.488      601.72]
 [       70.9      601.72]
 [     72.312      603.14]
 [     75.138      603.14]
 [      76.55      604.55]
 [     79.375      604.55]
 [     80.787      603.14]
 [      87.85      603.14]
 [     89.263      601.72]
 [       93.5      601.72]
 [     97.737      597.49]
 [     97.737      596.08]
 [     101.97      591.84]
 [     103.39      591.84]
 [      104.8      590.42]
 [     107.62      590.42]
 [     110.45      593.25]
 [     111.86      593.25]
 [     113.27      594.66]
 [     117.51      594.66]
 [     118.92      596.08]
 [     121.75      596.08]
 [     123.16      597.49]
 [     124.57      597.49]
 [     125.99       598.9]
 [     128.81       598.9]
 [     130.22      600.31]
 [     134.46      600.31]
 [     135.88      601.72]
 [     141.52      601.72]
 [     142.94      603.14]
 [     157.06      603.14]
 [     158.47      604.55]
 [     189.55      604.55]
 [     190.96      603.14]
 [     203.68      603.14]
 [     205.09      601.72]
 [     210.74      601.72]
 [     212.15      600.31]
 [      217.8      600.31]
 [     219.21       598.9]
 [     223.45       598.9]
 [     224.86      597.49]
 [     230.51      597.49]
 [     231.93      596.08]
 [     237.57      596.08]
 [     238.99      594.66]
 [     246.05      594.66]
 [     247.46      593.25]
 [      251.7      593.25]
 [     253.11      591.84]
 [     254.52      591.84]
 [     255.94      590.42]
 [     258.76      590.42]
 [     260.17      589.01]
 [        263      589.01]
 [     265.82      586.19]
 [     265.82      584.78]
 [     267.24      583.36]
 [     267.24      581.95]
 [     268.65      580.54]
 [     268.65      579.12]
 [     270.06      577.71]
 [     270.06      574.89]
 [     271.48      573.47]
 [     271.48      572.06]
 [     272.89      570.65]
 [     272.89      569.24]
 [     275.71      566.41]
 [     277.12      566.41]
 [     278.54      567.83]
 [     279.95      567.83]
 [     292.66      580.54]
 [     294.07      580.54]
 [     295.49      581.95]
 [      296.9      581.95]
 [     298.31      583.36]
 [     299.73      583.36]
 [     301.14      584.78]
 [     303.96      584.78]
 [     305.38      586.19]
 [     306.79      586.19]
 [     309.61      589.01]
 [     309.61      590.42]
 [     311.02      591.84]
 [     312.44      591.84]
 [     315.26      594.66]
 [     320.91      594.66]
 [     326.56      589.01]
 [     327.98      589.01]
 [     329.39       587.6]
 [      330.8       587.6]
 [     335.04      583.36]
 [     336.45      583.36]
 [     344.92      574.89]
 [     349.16      574.89]
 [     349.16      526.86]
 [     344.92      526.86]
 [      342.1      524.04]
 [      342.1      522.62]
 [     340.69      521.21]
 [     340.69       519.8]
 [     339.27      518.39]
 [     339.27      516.97]
 [     337.86      515.56]
 [     337.86      514.15]
 [     335.04      511.33]
 [     335.04      509.91]
 [     332.21      507.09]
 [     332.21      505.67]
 [     329.39      502.85]
 [     329.39      501.44]
 [     327.98      500.02]
 [     327.98      498.61]
 [     325.15      495.79]
 [     325.15      494.38]
 [     322.32      491.55]
 [     322.32      490.14]
 [     320.91      488.73]
 [     320.91      487.31]
 [     318.09      484.49]
 [     318.09      483.08]
 [     316.67      481.66]
 [     316.67      480.25]
 [     315.26      478.84]
 [     315.26      477.42]
 [     312.44       474.6]
 [     312.44      473.19]
 [     311.02      471.77]
 [     311.02      468.95]
 [     309.61      467.54]
 [     309.61      466.12]
 [     306.79       463.3]
 [     306.79      461.89]
 [     305.38      460.48]
 [     305.38      459.06]
 [     302.55      456.24]
 [     302.55      454.83]
 [     301.14      453.41]
 [     301.14         452]
 [     299.73      450.59]
 [     299.73      449.17]
 [     298.31      447.76]
 [     298.31      446.35]
 [      296.9      444.94]
 [      296.9      443.52]
 [     294.07       440.7]
 [     294.07      439.29]
 [     292.66      437.88]
 [     292.66      436.46]
 [     291.25      435.05]
 [     291.25      433.64]
 [     289.84      432.23]
 [     289.84      430.81]
 [     288.42       429.4]
 [     288.42      427.99]
 [     287.01      426.58]
 [     287.01      425.16]
 [      285.6      423.75]
 [      285.6      422.34]
 [     284.19      420.92]
 [     284.19      419.51]
 [     281.36      416.69]
 [     281.36      415.27]
 [     279.95      413.86]
 [     279.95      412.45]
 [     278.54      411.04]
 [     278.54      409.62]
 [     277.12      408.21]
 [     277.12       406.8]
 [     275.71      405.39]
 [     275.71      403.98]
 [     272.89      401.15]
 [     272.89      399.74]
 [     271.48      398.33]
 [     271.48      396.91]
 [     268.65      394.09]
 [     268.65      392.67]
 [     265.82      389.85]
 [     265.82      388.44]
 [     255.94      378.55]
 [     254.52      378.55]
 [      251.7      375.73]
 [     250.29      375.73]
 [     247.46       372.9]
 [     246.05       372.9]
 [     244.64      371.49]
 [     243.22      371.49]
 [      240.4      368.66]
 [     238.99      368.66]
 [     237.57      367.25]
 [     236.16      367.25]
 [     227.69      358.77]
 [     227.69      353.12]]
