Image_Name: 791d5f66463763e8864498e67184b51f
Class: Hair
Inner Main Points: [(337.60791687098595, 199.16005954127036), (219.06557070577003, 64.0380684480797), (128.35074297162828, 55.55770484535836), (90.12548182106872, 118.34514506574808), (60.24754042953303, 136.6755965629772)]
Mask Points:
[[     163.95      19.863]
 [     227.79      97.894]
 [     229.21      96.475]
 [     229.21      95.056]
 [     233.47        90.8]
 [     234.89        90.8]
 [     236.31      92.219]
 [     236.31      93.638]
 [     241.98      99.313]
 [     241.98      100.73]
 [     247.66      106.41]
 [     247.66      107.83]
 [     249.08      109.24]
 [     250.49      109.24]
 [     251.91      110.66]
 [     251.91      112.08]
 [     254.75      114.92]
 [     256.17      114.92]
 [     284.54      143.29]
 [     285.96      143.29]
 [     297.31      154.64]
 [     297.31      157.48]
 [     298.73       158.9]
 [     298.73      161.74]
 [     302.99      165.99]
 [     302.99      167.41]
 [     304.41      168.83]
 [     304.41      170.25]
 [     305.83      171.67]
 [     305.83      173.09]
 [     307.24      174.51]
 [     307.24      177.34]
 [     308.66      178.76]
 [     308.66       181.6]
 [      311.5      184.44]
 [      311.5      185.86]
 [     312.92      187.28]
 [     312.92      188.69]
 [     314.34      190.11]
 [     314.34      192.95]
 [     315.76      194.37]
 [     315.76      197.21]
 [     317.18      198.63]
 [     317.18      211.39]
 [     315.76      212.81]
 [     315.76      219.91]
 [     318.59      222.74]
 [     320.01      221.33]
 [     321.43      221.33]
 [     322.85      219.91]
 [     338.46      219.91]
 [     339.88      221.33]
 [     344.13      221.33]
 [     344.13      219.91]
 [     345.55      218.49]
 [     345.55      217.07]
 [     346.97      215.65]
 [     346.97      212.81]
 [     348.39      211.39]
 [     348.39      207.14]
 [     349.81      205.72]
 [     349.81      200.04]
 [     351.23      198.63]
 [     351.23      192.95]
 [     352.64      191.53]
 [     352.64      173.09]
 [     354.06      171.67]
 [     355.48      173.09]
 [     355.48      174.51]
 [     358.32      174.51]
 [     361.16      177.34]
 [     361.16      178.76]
 [     362.58      180.18]
 [     362.58       181.6]
 [     363.99      183.02]
 [     363.99      184.44]
 [     365.41      185.86]
 [     366.83      185.86]
 [     368.25      184.44]
 [     368.25      161.74]
 [     366.83      160.32]
 [     366.83      157.48]
 [     365.41      156.06]
 [     365.41      151.81]
 [     363.99      150.39]
 [     363.99      148.97]
 [     362.58      147.55]
 [     362.58      144.71]
 [     361.16      143.29]
 [     361.16      141.88]
 [     359.74      140.46]
 [     359.74      137.62]
 [     358.32       136.2]
 [     358.32      134.78]
 [      356.9      133.36]
 [      356.9      131.94]
 [     354.06      129.11]
 [     354.06      127.69]
 [     352.64      126.27]
 [     352.64      124.85]
 [     351.23      123.43]
 [     351.23      119.18]
 [     352.64      117.76]
 [     359.74      117.76]
 [     361.16      116.34]
 [     361.16      114.92]
 [     359.74       113.5]
 [     359.74      112.08]
 [     355.48      107.83]
 [     355.48      106.41]
 [     354.06      104.99]
 [     354.06      103.57]
 [     355.48      102.15]
 [     355.48      99.313]
 [      356.9      97.894]
 [      356.9      95.056]
 [     358.32      93.638]
 [     358.32        90.8]
 [     359.74      89.381]
 [     359.74      76.613]
 [     358.32      75.194]
 [     355.48      78.031]
 [     355.48       79.45]
 [     354.06      80.869]
 [     352.64      80.869]
 [     349.81      78.031]
 [     348.39      78.031]
 [     345.55      75.194]
 [     345.55      73.775]
 [     344.13      72.356]
 [     344.13        68.1]
 [     342.71      66.681]
 [     342.71      61.006]
 [     341.29      59.588]
 [     341.29      62.425]
 [     339.88      63.844]
 [     339.88        68.1]
 [     341.29      69.519]
 [     341.29      85.125]
 [     339.88      86.544]
 [     339.88      89.381]
 [     337.04      92.219]
 [     335.62      92.219]
 [     332.78      89.381]
 [     332.78      87.963]
 [     331.36      86.544]
 [     331.36      85.125]
 [     325.69       79.45]
 [     325.69      78.031]
 [     320.01      72.356]
 [     320.01      70.938]
 [     318.59      69.519]
 [     317.18      69.519]
 [      311.5      63.844]
 [     310.08      63.844]
 [     308.66      62.425]
 [     308.66      61.006]
 [     307.24      59.588]
 [     304.41      59.588]
 [     301.57       56.75]
 [     300.15       56.75]
 [     297.31      53.913]
 [     295.89      53.913]
 [     294.48      52.494]
 [     293.06      52.494]
 [      288.8      48.238]
 [     287.38      48.238]
 [     285.96      46.819]
 [     284.54      46.819]
 [     283.13        45.4]
 [     281.71        45.4]
 [     278.87      42.562]
 [     277.45      42.562]
 [     276.03      41.144]
 [     274.61      41.144]
 [     270.36      36.888]
 [     267.52      36.888]
 [      266.1      35.469]
 [     264.68      35.469]
 [     263.26       34.05]
 [     261.84       34.05]
 [     260.43      32.631]
 [     259.01      32.631]
 [     257.59      31.213]
 [     256.17      31.213]
 [     254.75      29.794]
 [     251.91      29.794]
 [     249.08      26.956]
 [     247.66      26.956]
 [     244.82      24.119]
 [     244.82      19.863]]
